session_id,player_id,session_date,session_length_min,levels_completed
S0001804,P00255,2026-01-19,15,1
S0001805,P00256,2025-11-08,13,1
S0001806,P00256,2025-11-09,21,1
S0001807,P00256,2025-11-10,38,3
S0001808,P00256,2025-11-13,23,1
S0001809,P00256,2025-11-19,17,2
S0001810,P00256,2025-11-21,18,1
S0001811,P00256,2025-11-21,11,1
S0001812,P00256,2025-11-25,17,1
S0001813,P00256,2025-11-30,28,4
S0001814,P00257,2025-12-20,5,2
S0001815,P00257,2025-12-24,9,3
S0001816,P00257,2025-12-26,9,1
S0001817,P00257,2025-12-27,8,0
S0001818,P00257,2025-12-28,5,2
S0001819,P00258,2026-01-11,25,5
S0001820,P00258,2026-01-14,10,3
S0001821,P00259,2025-11-28,30,4
S0001822,P00259,2025-11-30,23,3
S0001823,P00259,2025-12-05,23,4
S0001824,P00259,2025-12-06,30,5
S0001825,P00259,2025-12-07,7,1
S0001826,P00259,2025-12-08,5,0
S0001827,P00259,2025-12-14,5,0
S0001828,P00259,2025-12-19,20,1
S0001829,P00259,2025-12-24,12,2
S0001830,P00259,2025-12-24,30,2
S0001831,P00259,2025-12-25,16,2
S0001832,P00259,2026-01-15,35,4
S0001833,P00259,2026-01-15,21,3
S0001834,P00260,2025-10-19,17,0
S0001835,P00261,2025-11-17,16,1
S0001836,P00261,2025-11-26,8,1
S0001837,P00261,2025-11-26,17,1
S0001838,P00261,2025-12-04,21,1
S0001839,P00262,2025-10-24,27,1
S0001840,P00262,2025-10-25,26,3
S0001841,P00262,2025-10-28,39,6
S0001842,P00262,2025-10-28,22,0
S0001843,P00262,2025-11-05,27,3
S0001844,P00262,2025-11-10,32,4
S0001845,P00262,2025-11-16,8,2
S0001846,P00262,2025-11-16,32,4
S0001847,P00262,2025-11-16,30,1
S0001848,P00263,2025-10-16,35,4
S0001849,P00263,2025-10-26,38,2
S0001850,P00263,2025-10-27,23,1
S0001851,P00263,2025-10-29,16,4
S0001852,P00263,2025-11-07,30,1
S0001853,P00263,2025-11-15,27,2
S0001854,P00264,2026-01-18,34,4
S0001855,P00264,2026-01-19,33,3
S0001856,P00264,2026-01-20,8,0
S0001857,P00264,2026-01-20,38,4
S0001858,P00264,2026-01-21,38,3
S0001859,P00264,2026-01-24,31,6
S0001860,P00264,2026-01-26,19,2
S0001861,P00264,2026-01-27,49,5
S0001862,P00264,2026-01-30,25,2
S0001863,P00265,2026-01-15,51,6
S0001864,P00265,2026-01-16,71,6
S0001865,P00265,2026-01-17,49,4
S0001866,P00265,2026-01-20,46,5
S0001867,P00265,2026-01-22,63,7
S0001868,P00265,2026-01-25,79,3
S0001869,P00265,2026-01-27,49,4
S0001870,P00265,2026-01-28,77,7
S0001871,P00266,2025-10-15,17,2
S0001872,P00266,2025-10-16,17,3
S0001873,P00267,2026-01-16,41,1
S0001874,P00267,2026-01-16,39,4
S0001875,P00267,2026-01-18,33,4
S0001876,P00267,2026-01-21,22,1
S0001877,P00268,2025-12-08,31,1
S0001878,P00268,2025-12-08,50,5
S0001879,P00268,2025-12-09,35,2
S0001880,P00268,2025-12-10,43,5
S0001881,P00268,2025-12-11,39,4
S0001882,P00268,2025-12-14,43,5
S0001883,P00268,2025-12-14,46,4
S0001884,P00268,2025-12-17,43,3
S0001885,P00268,2025-12-25,60,7
S0001886,P00269,2025-12-02,23,2
S0001887,P00269,2025-12-02,12,0
S0001888,P00269,2025-12-03,34,2
S0001889,P00269,2025-12-04,51,5
S0001890,P00269,2025-12-06,13,1
S0001891,P00269,2025-12-07,7,2
S0001892,P00269,2025-12-10,17,2
S0001893,P00269,2025-12-16,31,3
S0001894,P00269,2025-12-29,27,3
S0001895,P00269,2025-12-31,6,0
S0001896,P00269,2026-01-01,27,1
S0001897,P00269,2026-01-09,26,0
S0001898,P00269,2026-01-14,8,0
S0001899,P00270,2025-12-18,39,1
S0001900,P00270,2025-12-19,41,4
S0001901,P00270,2025-12-21,33,3
S0001902,P00270,2025-12-22,32,1
S0001903,P00270,2025-12-22,39,5
S0001904,P00270,2025-12-25,64,4
S0001905,P00270,2025-12-27,44,5
S0001906,P00270,2026-01-02,27,3
S0001907,P00270,2026-01-03,39,2
S0001908,P00270,2026-01-03,44,3
S0001909,P00270,2026-01-04,39,5
S0001910,P00271,2025-12-13,25,3
S0001911,P00271,2025-12-14,37,2
S0001912,P00271,2025-12-16,42,4
S0001913,P00271,2025-12-19,34,0
S0001914,P00271,2025-12-22,42,6
S0001915,P00271,2026-01-04,42,4
S0001916,P00271,2026-01-19,25,1
S0001917,P00271,2026-01-19,18,0
S0001918,P00272,2025-12-22,31,5
S0001919,P00272,2026-01-03,44,3
S0001920,P00272,2026-01-09,24,1
S0001921,P00272,2026-01-10,22,1
S0001922,P00272,2026-01-28,34,4
S0001923,P00273,2025-10-05,21,1
S0001924,P00273,2025-10-08,12,0
S0001925,P00273,2025-10-12,5,0
S0001926,P00273,2025-10-13,25,4
S0001927,P00273,2025-10-18,6,0
S0001928,P00273,2025-10-20,13,0
S0001929,P00274,2025-11-24,30,1
S0001930,P00274,2025-11-26,55,5
S0001931,P00274,2025-11-27,65,4
S0001932,P00274,2025-11-29,65,7
S0001933,P00274,2025-11-29,64,5
S0001934,P00274,2025-12-02,43,3
S0001935,P00274,2025-12-04,42,5
S0001936,P00274,2025-12-08,51,5
S0001937,P00274,2025-12-12,64,4
S0001938,P00274,2025-12-13,70,5
S0001939,P00274,2025-12-15,41,2
S0001940,P00274,2025-12-17,50,4
S0001941,P00274,2026-01-23,65,6
S0001942,P00275,2025-10-13,6,0
S0001943,P00275,2025-10-19,15,2
S0001944,P00276,2026-01-04,24,3
S0001945,P00276,2026-01-07,18,0
S0001946,P00276,2026-01-09,14,4
S0001947,P00276,2026-01-11,23,0
S0001948,P00276,2026-01-11,26,0
S0001949,P00276,2026-01-24,14,2
S0001950,P00276,2026-01-25,28,2
S0001951,P00277,2025-10-29,40,4
S0001952,P00277,2025-10-31,32,2
S0001953,P00277,2025-10-31,59,6
S0001954,P00277,2025-11-02,5,0
S0001955,P00277,2025-11-03,55,6
S0001956,P00278,2025-10-16,39,5
S0001957,P00278,2025-10-16,38,4
S0001958,P00278,2025-10-17,39,4
S0001959,P00278,2025-10-18,41,6
S0001960,P00278,2025-10-20,43,5
S0001961,P00279,2025-10-15,38,3
S0001962,P00279,2025-10-15,51,4
S0001963,P00279,2025-10-20,34,1
S0001964,P00279,2025-10-21,48,2
S0001965,P00279,2025-10-30,51,6
S0001966,P00280,2025-11-17,22,1
S0001967,P00281,2025-11-09,55,3
S0001968,P00281,2025-11-14,38,3
S0001969,P00281,2025-11-15,42,5
S0001970,P00281,2025-11-16,32,2
S0001971,P00281,2025-11-22,23,2
S0001972,P00281,2025-11-30,51,2
S0001973,P00281,2025-12-03,23,3
S0001974,P00281,2025-12-03,43,6
S0001975,P00282,2025-10-22,36,4
S0001976,P00282,2025-10-24,41,5
S0001977,P00282,2025-10-25,40,4
S0001978,P00282,2025-10-28,39,3
S0001979,P00282,2025-11-05,33,0
S0001980,P00282,2025-11-06,42,4
S0001981,P00282,2025-11-10,44,5
S0001982,P00282,2025-11-12,31,5
S0001983,P00283,2026-01-07,26,1
S0001984,P00283,2026-01-15,16,0
S0001985,P00283,2026-01-20,5,0
S0001986,P00283,2026-01-22,13,2
S0001987,P00284,2026-01-07,22,3
S0001988,P00284,2026-01-12,15,0
S0001989,P00284,2026-01-16,47,0
S0001990,P00284,2026-01-26,24,3
S0001991,P00284,2026-01-29,38,4
S0001992,P00285,2025-11-11,5,1
S0001993,P00285,2025-11-12,9,0
S0001994,P00285,2025-11-13,11,0
S0001995,P00285,2025-11-15,18,2
S0001996,P00285,2025-11-24,23,1
S0001997,P00285,2025-11-27,5,0
S0001998,P00285,2025-11-28,11,2
S0001999,P00285,2025-11-29,5,2
S0002000,P00285,2025-12-03,20,3
S0002001,P00285,2025-12-11,12,2
S0002002,P00285,2025-12-18,5,1
S0002003,P00285,2025-12-25,5,0
S0002004,P00286,2025-12-09,24,2
S0002005,P00286,2025-12-10,25,0
S0002006,P00286,2025-12-11,29,2
S0002007,P00286,2025-12-16,26,2
S0002008,P00287,2026-01-01,62,3
S0002009,P00287,2026-01-06,36,5
S0002010,P00287,2026-01-07,66,7
S0002011,P00287,2026-01-07,97,8
S0002012,P00288,2025-10-29,54,5
S0002013,P00288,2025-11-01,34,5
S0002014,P00288,2025-11-04,42,4
S0002015,P00288,2025-11-07,15,1
S0002016,P00288,2025-11-07,35,2
S0002017,P00288,2025-11-16,62,5
S0002018,P00288,2025-11-17,65,7
S0002019,P00288,2025-11-18,40,1
S0002020,P00288,2025-11-21,38,3
S0002021,P00289,2025-11-30,42,4
S0002022,P00289,2025-12-02,44,5
S0002023,P00289,2025-12-18,57,3
S0002024,P00289,2025-12-19,39,3
S0002025,P00290,2025-10-25,70,5
S0002026,P00290,2025-10-27,49,4
S0002027,P00290,2025-10-29,59,6
S0002028,P00291,2025-12-30,26,2
S0002029,P00291,2026-01-10,21,2
S0002030,P00291,2026-01-10,24,0
S0002031,P00292,2025-10-23,5,2
S0002032,P00292,2025-10-25,14,3
S0002033,P00292,2025-10-25,5,0
S0002034,P00292,2025-11-02,8,0
S0002035,P00292,2025-12-04,16,0
S0002036,P00292,2025-12-06,13,3
S0002037,P00292,2025-12-09,14,0
S0002038,P00293,2025-10-18,17,2
S0002039,P00293,2025-10-24,18,0
S0002040,P00293,2025-11-15,20,3
S0002041,P00294,2025-10-24,5,1
S0002042,P00294,2025-10-26,39,2
S0002043,P00294,2025-10-27,40,4
S0002044,P00294,2025-10-27,27,1
S0002045,P00294,2025-10-30,26,5
S0002046,P00294,2025-11-03,29,1
S0002047,P00294,2025-11-04,27,0
S0002048,P00294,2025-11-15,41,6
S0002049,P00294,2025-11-19,33,4
S0002050,P00295,2025-11-16,47,3
S0002051,P00295,2025-11-17,44,6
S0002052,P00295,2025-11-18,42,5
S0002053,P00295,2025-11-20,52,3
S0002054,P00295,2025-11-20,51,5
S0002055,P00295,2025-11-29,54,6
S0002056,P00295,2025-11-29,43,4
S0002057,P00295,2025-12-03,55,4
S0002058,P00296,2025-10-25,66,4
S0002059,P00296,2025-10-26,61,6
S0002060,P00296,2025-10-27,84,6
S0002061,P00296,2025-10-27,74,6
S0002062,P00296,2025-10-28,71,4
S0002063,P00296,2025-11-03,86,6
S0002064,P00296,2025-11-04,94,9
S0002065,P00296,2025-11-07,76,6
S0002066,P00296,2025-11-07,90,9
S0002067,P00296,2025-11-11,75,7
S0002068,P00297,2025-10-26,40,3
S0002069,P00298,2025-11-08,21,5
S0002070,P00299,2025-10-24,27,3
S0002071,P00299,2025-10-29,5,2
S0002072,P00299,2025-11-07,30,0
S0002073,P00300,2025-10-23,7,1
S0002074,P00300,2025-10-28,42,3
S0002075,P00300,2025-10-29,42,0
S0002076,P00300,2025-10-31,47,4
S0002077,P00300,2025-11-01,36,4
S0002078,P00300,2025-11-03,24,0
S0002079,P00300,2025-11-05,54,5
S0002080,P00300,2025-11-05,21,1
S0002081,P00300,2025-11-05,41,2
S0002082,P00300,2025-11-08,41,2
S0002083,P00300,2025-11-09,34,3
S0002084,P00301,2026-01-10,23,1
S0002085,P00301,2026-01-25,36,3
S0002086,P00302,2026-01-12,22,2
S0002087,P00302,2026-01-14,12,3
S0002088,P00303,2025-10-24,56,4
S0002089,P00303,2025-10-28,47,3
S0002090,P00303,2025-10-30,53,3
S0002091,P00303,2025-11-04,60,4
S0002092,P00303,2025-11-11,65,6
S0002093,P00303,2025-11-11,43,3
S0002094,P00303,2025-11-19,53,4
S0002095,P00304,2025-12-09,17,2
S0002096,P00305,2025-10-25,43,4
S0002097,P00305,2025-10-29,43,4
S0002098,P00305,2025-10-30,30,1
S0002099,P00305,2025-10-30,42,3
S0002100,P00305,2025-11-05,31,3
S0002101,P00305,2025-11-07,46,3
S0002102,P00305,2025-11-10,41,2
S0002103,P00305,2025-11-20,27,1
S0002104,P00306,2025-10-30,47,4
S0002105,P00306,2025-10-30,51,6
S0002106,P00306,2025-11-02,54,6
S0002107,P00306,2025-11-04,44,4
S0002108,P00306,2025-11-05,54,2
S0002109,P00306,2025-11-06,49,3
S0002110,P00306,2025-11-06,60,5
S0002111,P00306,2025-11-08,47,6
S0002112,P00306,2025-11-15,44,6
S0002113,P00307,2025-12-17,77,6
S0002114,P00307,2025-12-20,46,2
S0002115,P00307,2025-12-22,67,3
S0002116,P00307,2025-12-22,70,7
S0002117,P00307,2025-12-25,36,4
S0002118,P00307,2025-12-27,81,7
S0002119,P00307,2025-12-30,63,7
S0002120,P00307,2026-01-01,48,5
S0002121,P00308,2025-10-25,34,2
S0002122,P00308,2025-10-25,30,3
S0002123,P00308,2025-10-26,41,3
S0002124,P00308,2025-10-27,28,2
S0002125,P00308,2025-11-02,26,3
S0002126,P00308,2025-11-04,15,1
S0002127,P00308,2025-11-05,36,4
S0002128,P00308,2025-11-05,45,4
S0002129,P00308,2025-11-05,64,5
S0002130,P00308,2025-11-06,58,5
S0002131,P00308,2025-11-08,19,1
S0002132,P00308,2025-11-09,33,3
S0002133,P00308,2025-11-27,34,2
S0002134,P00308,2025-11-29,21,0
S0002135,P00308,2025-12-01,40,4
S0002136,P00309,2025-11-28,49,5
S0002137,P00309,2025-11-30,40,4
S0002138,P00309,2025-12-02,50,2
S0002139,P00309,2025-12-10,36,1
S0002140,P00309,2025-12-14,55,3
S0002141,P00309,2025-12-20,38,1
S0002142,P00309,2025-12-22,27,2
S0002143,P00310,2025-10-22,22,2
S0002144,P00310,2025-10-29,26,2
S0002145,P00310,2025-11-01,32,3
S0002146,P00310,2025-11-02,23,1
S0002147,P00310,2025-11-15,29,2
S0002148,P00311,2025-10-16,78,6
S0002149,P00311,2025-10-18,77,9
S0002150,P00311,2025-10-18,79,6
S0002151,P00311,2025-10-20,66,3
S0002152,P00312,2025-10-15,56,3
S0002153,P00312,2025-10-16,39,0
S0002154,P00312,2025-10-18,42,4
S0002155,P00312,2025-10-19,53,6
S0002156,P00312,2025-10-20,69,7
S0002157,P00312,2025-10-21,34,3
S0002158,P00312,2025-10-28,56,5
S0002159,P00312,2025-11-13,28,3
S0002160,P00312,2025-11-15,67,4
S0002161,P00312,2025-11-16,60,5
S0002162,P00313,2025-11-09,15,0
S0002163,P00313,2025-11-13,45,5
S0002164,P00313,2025-11-13,30,3
S0002165,P00313,2025-11-19,26,3
S0002166,P00313,2025-11-26,18,0
S0002167,P00313,2025-12-15,38,5
S0002168,P00314,2025-12-18,46,2
S0002169,P00314,2025-12-19,35,1
S0002170,P00314,2025-12-19,53,4
S0002171,P00315,2026-01-02,18,3
S0002172,P00315,2026-01-17,5,2
S0002173,P00315,2026-01-19,5,0
S0002174,P00315,2026-01-19,14,1
S0002175,P00316,2025-10-14,8,2
S0002176,P00317,2025-10-11,43,4
S0002177,P00317,2025-10-13,50,5
S0002178,P00317,2025-10-17,27,2
S0002179,P00317,2025-10-18,38,2
S0002180,P00317,2025-10-21,51,4
S0002181,P00318,2026-01-31,13,0
S0002182,P00318,2026-01-31,38,2
S0002183,P00319,2025-12-22,16,2
S0002184,P00319,2025-12-24,18,0
S0002185,P00319,2025-12-28,12,0
S0002186,P00319,2026-01-01,15,2
S0002187,P00319,2026-01-05,24,1
S0002188,P00319,2026-01-05,11,1
S0002189,P00319,2026-01-10,8,1
S0002190,P00319,2026-01-11,16,1
S0002191,P00319,2026-01-11,7,0
S0002192,P00319,2026-01-18,9,2
S0002193,P00320,2025-10-17,18,3
S0002194,P00320,2025-10-19,32,4
S0002195,P00320,2025-11-15,24,3
S0002196,P00321,2025-12-23,45,6
S0002197,P00321,2025-12-23,30,2
S0002198,P00321,2025-12-29,34,3
S0002199,P00321,2025-12-29,27,4
S0002200,P00321,2025-12-30,55,5
S0002201,P00321,2026-01-01,38,3
S0002202,P00321,2026-01-03,28,3
S0002203,P00321,2026-01-03,53,4
S0002204,P00321,2026-01-04,52,5
S0002205,P00321,2026-01-08,37,2
S0002206,P00321,2026-01-09,17,1
S0002207,P00321,2026-01-12,54,2
S0002208,P00321,2026-01-23,42,5
S0002209,P00322,2025-10-15,20,0
S0002210,P00322,2025-11-05,16,3
S0002211,P00322,2025-11-07,11,1
S0002212,P00323,2025-11-15,30,3
S0002213,P00323,2025-11-17,21,1
S0002214,P00323,2025-11-17,22,2
S0002215,P00323,2025-11-18,29,5
S0002216,P00323,2025-11-24,29,3
S0002217,P00323,2025-12-05,21,0
S0002218,P00323,2025-12-05,25,2
S0002219,P00323,2025-12-27,24,4
S0002220,P00324,2025-12-02,34,3
S0002221,P00324,2025-12-06,28,2
S0002222,P00324,2025-12-08,48,6
S0002223,P00324,2025-12-10,5,1
S0002224,P00324,2025-12-15,28,0
S0002225,P00324,2025-12-21,31,1
S0002226,P00324,2025-12-26,31,0
S0002227,P00325,2025-12-07,19,4
S0002228,P00325,2025-12-07,30,2
S0002229,P00325,2025-12-09,23,1
S0002230,P00325,2025-12-11,31,1
S0002231,P00325,2025-12-17,5,3
S0002232,P00325,2025-12-18,9,0
S0002233,P00326,2026-01-04,50,4
S0002234,P00326,2026-01-07,44,3
S0002235,P00326,2026-01-08,29,2
S0002236,P00326,2026-01-08,37,1
S0002237,P00326,2026-01-09,27,2
S0002238,P00326,2026-01-15,12,3
S0002239,P00326,2026-01-25,6,1
S0002240,P00327,2026-01-05,41,6
S0002241,P00327,2026-01-07,35,2
S0002242,P00327,2026-01-08,41,4
S0002243,P00327,2026-01-09,37,2
S0002244,P00327,2026-01-11,39,4
S0002245,P00327,2026-01-17,71,8
S0002246,P00327,2026-01-23,59,5
S0002247,P00328,2026-01-03,40,3
S0002248,P00328,2026-01-07,40,4
S0002249,P00328,2026-01-09,53,4
S0002250,P00328,2026-01-09,63,6
S0002251,P00328,2026-01-10,43,4
S0002252,P00328,2026-01-17,43,4
S0002253,P00329,2025-12-07,30,3
S0002254,P00329,2025-12-08,50,5
S0002255,P00329,2025-12-09,34,4
S0002256,P00329,2025-12-11,52,4
S0002257,P00329,2025-12-12,28,3
S0002258,P00329,2025-12-19,29,5
S0002259,P00329,2025-12-19,36,2
S0002260,P00329,2025-12-25,36,4
S0002261,P00329,2025-12-28,46,4
S0002262,P00329,2025-12-28,28,3
S0002263,P00330,2025-11-09,34,2
S0002264,P00330,2025-11-10,52,5
S0002265,P00330,2025-11-15,48,3
S0002266,P00330,2025-11-20,51,4
S0002267,P00330,2025-11-21,53,6
S0002268,P00330,2025-11-22,37,2
S0002269,P00330,2025-11-24,23,4
S0002270,P00330,2025-11-26,41,5
S0002271,P00330,2025-12-13,41,6
S0002272,P00331,2025-10-10,34,3
S0002273,P00331,2025-10-11,32,2
S0002274,P00331,2025-10-11,31,1
S0002275,P00331,2025-10-12,23,1
S0002276,P00331,2025-10-15,23,3
S0002277,P00331,2025-10-21,32,3
S0002278,P00331,2025-10-22,25,3
S0002279,P00331,2025-10-23,25,4
S0002280,P00332,2025-12-17,38,3
S0002281,P00332,2025-12-18,40,5
S0002282,P00332,2025-12-18,40,3
S0002283,P00332,2025-12-19,56,4
S0002284,P00332,2025-12-20,43,6
S0002285,P00332,2025-12-21,59,3
S0002286,P00332,2025-12-22,47,5
S0002287,P00332,2025-12-23,44,5
S0002288,P00332,2025-12-27,48,3
S0002289,P00332,2026-01-04,48,3
S0002290,P00332,2026-01-12,39,3
S0002291,P00332,2026-01-25,30,2
S0002292,P00332,2026-01-25,58,5
S0002293,P00332,2026-01-31,44,2
S0002294,P00333,2026-01-19,24,3
S0002295,P00334,2025-10-10,69,5
S0002296,P00334,2025-10-11,64,7
S0002297,P00334,2025-10-12,54,4
S0002298,P00334,2025-10-15,65,7
S0002299,P00334,2025-10-18,48,6
S0002300,P00334,2025-10-20,50,4
S0002301,P00334,2025-10-21,60,4
S0002302,P00334,2025-10-24,72,8
S0002303,P00334,2025-10-24,64,7
S0002304,P00334,2025-10-28,54,7
S0002305,P00334,2025-10-28,55,5
S0002306,P00335,2025-11-10,36,4
S0002307,P00335,2025-11-13,27,1
S0002308,P00335,2025-11-14,53,6
S0002309,P00335,2025-11-14,24,1
S0002310,P00335,2025-11-17,55,5
S0002311,P00335,2025-11-22,34,3
S0002312,P00335,2025-11-25,22,1
S0002313,P00335,2025-11-25,36,4
S0002314,P00335,2025-11-27,46,2
S0002315,P00335,2025-12-02,38,5
S0002316,P00335,2025-12-06,51,5
S0002317,P00336,2025-10-15,26,0
S0002318,P00336,2025-10-19,16,0
S0002319,P00336,2025-10-21,28,3
S0002320,P00336,2025-10-28,10,3
S0002321,P00336,2025-11-07,26,3
S0002322,P00336,2025-11-11,21,3
S0002323,P00336,2025-11-18,20,0
S0002324,P00337,2025-10-25,62,4
S0002325,P00337,2025-10-25,69,6
S0002326,P00337,2025-10-26,66,8
S0002327,P00337,2025-10-28,88,8
S0002328,P00337,2025-10-29,41,4
S0002329,P00337,2025-10-31,55,4
S0002330,P00337,2025-11-04,57,4
S0002331,P00337,2025-11-10,57,7
S0002332,P00338,2025-10-23,41,6
S0002333,P00338,2025-10-28,21,4
S0002334,P00338,2025-11-04,27,2
S0002335,P00338,2025-11-06,28,4
S0002336,P00338,2025-11-13,22,3
S0002337,P00338,2025-11-15,33,3
S0002338,P00339,2025-11-19,41,2
S0002339,P00339,2025-11-21,34,3
S0002340,P00339,2025-11-22,40,3
S0002341,P00339,2025-11-23,44,3
S0002342,P00339,2025-11-24,42,4
S0002343,P00340,2025-10-04,9,2
S0002344,P00340,2025-10-08,33,3
S0002345,P00340,2025-10-09,26,4
S0002346,P00340,2025-10-10,28,1
S0002347,P00340,2025-10-12,25,2
S0002348,P00340,2025-10-12,28,1
S0002349,P00340,2025-10-14,33,1
S0002350,P00340,2025-10-20,30,4
S0002351,P00340,2025-10-20,37,2
S0002352,P00340,2025-10-22,16,1
S0002353,P00341,2026-01-14,21,0
S0002354,P00341,2026-01-15,22,3
S0002355,P00341,2026-01-16,15,0
S0002356,P00341,2026-01-17,23,2
S0002357,P00341,2026-01-20,42,3
S0002358,P00341,2026-01-21,25,1
S0002359,P00341,2026-01-22,42,5
S0002360,P00341,2026-01-23,15,0
S0002361,P00342,2026-01-13,103,8
S0002362,P00342,2026-01-14,94,8
S0002363,P00342,2026-01-16,65,4
S0002364,P00342,2026-01-23,78,9
S0002365,P00342,2026-01-24,75,7
S0002366,P00342,2026-01-29,81,6
S0002367,P00342,2026-01-29,65,5
S0002368,P00343,2026-01-11,25,2
S0002369,P00343,2026-01-11,17,2
S0002370,P00343,2026-01-13,20,0
S0002371,P00343,2026-01-17,22,0
S0002372,P00343,2026-01-19,30,4
S0002373,P00343,2026-01-20,29,2
S0002374,P00343,2026-01-22,32,4
S0002375,P00343,2026-01-22,28,2
S0002376,P00343,2026-01-22,17,2
S0002377,P00343,2026-01-23,28,2
S0002378,P00343,2026-01-28,16,3
S0002379,P00343,2026-01-28,15,2
S0002380,P00345,2025-12-22,24,2
S0002381,P00345,2025-12-26,17,2
S0002382,P00345,2025-12-26,22,0
S0002383,P00345,2026-01-01,26,1
S0002384,P00346,2025-10-31,11,3
S0002385,P00346,2025-11-01,26,1
S0002386,P00346,2025-11-01,8,1
S0002387,P00346,2025-11-03,7,1
S0002388,P00346,2025-11-12,16,1
S0002389,P00346,2025-11-14,13,0
S0002390,P00346,2025-11-14,16,0
S0002391,P00346,2025-11-24,21,0
S0002392,P00346,2025-11-27,5,0
S0002393,P00346,2025-12-01,17,0
S0002394,P00346,2025-12-01,32,4
S0002395,P00347,2025-10-13,57,7
S0002396,P00347,2025-10-16,39,3
S0002397,P00347,2025-10-31,59,5
S0002398,P00347,2025-10-31,56,5
S0002399,P00347,2025-11-06,41,4
S0002400,P00347,2025-11-10,37,6
S0002401,P00347,2025-11-18,26,1
S0002402,P00347,2025-11-18,58,5
S0002403,P00348,2025-10-08,58,3
S0002404,P00348,2025-10-09,51,4
S0002405,P00348,2025-10-10,65,7
S0002406,P00348,2025-10-11,67,6
S0002407,P00348,2025-10-12,33,5
S0002408,P00348,2025-10-15,44,3
S0002409,P00348,2025-10-16,36,1
S0002410,P00348,2025-10-16,49,4
S0002411,P00348,2025-10-19,33,2
S0002412,P00348,2025-10-19,29,2
S0002413,P00348,2025-10-22,37,5
S0002414,P00348,2025-10-26,34,1
S0002415,P00348,2025-10-29,46,5
S0002416,P00348,2025-10-29,45,3
S0002417,P00348,2025-11-07,50,6
S0002418,P00349,2025-11-09,14,1
S0002419,P00349,2025-11-18,25,3
S0002420,P00349,2025-11-21,37,3
S0002421,P00349,2025-12-02,26,2
S0002422,P00350,2025-10-24,26,4
S0002423,P00350,2025-10-24,42,2
S0002424,P00350,2025-10-26,21,0
S0002425,P00350,2025-10-29,22,4
S0002426,P00350,2025-10-30,33,5
S0002427,P00350,2025-11-07,38,2
S0002428,P00350,2025-11-09,46,1
S0002429,P00350,2025-11-09,29,2
S0002430,P00350,2025-11-23,33,1
S0002431,P00350,2025-11-23,34,3
S0002432,P00350,2025-11-24,35,2
S0002433,P00350,2025-11-24,64,5
S0002434,P00351,2025-12-22,22,3
S0002435,P00351,2025-12-23,12,1
S0002436,P00351,2025-12-23,22,1
S0002437,P00351,2025-12-24,9,2
S0002438,P00351,2026-01-08,23,1
S0002439,P00351,2026-01-15,9,1
S0002440,P00352,2026-01-30,46,5
S0002441,P00353,2026-01-19,49,4
S0002442,P00353,2026-01-20,55,5
S0002443,P00353,2026-01-22,64,6
S0002444,P00353,2026-01-25,73,4
S0002445,P00353,2026-01-26,23,2
S0002446,P00353,2026-01-26,33,2
S0002447,P00353,2026-01-28,39,3
S0002448,P00353,2026-01-29,59,5
S0002449,P00353,2026-01-31,45,6
S0002450,P00354,2025-10-12,43,5
S0002451,P00354,2025-10-12,49,5
S0002452,P00354,2025-10-14,35,1
S0002453,P00354,2025-10-16,27,2
S0002454,P00354,2025-10-16,38,6
S0002455,P00354,2025-10-17,52,4
S0002456,P00354,2025-10-19,45,5
S0002457,P00354,2025-10-19,34,2
S0002458,P00354,2025-10-21,35,3
S0002459,P00354,2025-10-22,51,5
S0002460,P00354,2025-10-23,47,3
S0002461,P00354,2025-10-24,51,6
S0002462,P00354,2025-10-26,18,0
S0002463,P00354,2025-11-07,50,6
S0002464,P00355,2025-11-17,37,4
S0002465,P00355,2025-11-18,31,3
S0002466,P00355,2025-11-25,33,3
S0002467,P00355,2025-11-30,42,4
S0002468,P00355,2025-12-03,28,4
S0002469,P00355,2025-12-05,21,4
S0002470,P00355,2025-12-09,28,0
S0002471,P00355,2025-12-22,35,2
S0002472,P00355,2025-12-23,37,3
S0002473,P00356,2025-11-24,40,4
S0002474,P00356,2025-11-25,32,4
S0002475,P00356,2025-11-25,43,1
S0002476,P00356,2025-11-29,45,5
S0002477,P00356,2025-11-29,33,4
S0002478,P00356,2025-11-30,29,2
S0002479,P00356,2025-12-02,31,4
S0002480,P00356,2025-12-15,38,2
S0002481,P00357,2025-10-23,25,3
S0002482,P00357,2025-10-23,16,1
S0002483,P00357,2025-10-24,17,1
S0002484,P00357,2025-11-01,26,2
S0002485,P00357,2025-11-02,19,1
S0002486,P00357,2025-11-02,19,2
S0002487,P00357,2025-11-03,14,0
S0002488,P00357,2025-11-08,8,0
S0002489,P00357,2025-11-24,16,0
S0002490,P00357,2025-11-28,28,2
S0002491,P00358,2025-10-01,34,3
S0002492,P00358,2025-10-03,57,5
S0002493,P00358,2025-10-08,52,5
S0002494,P00358,2025-10-08,62,3
S0002495,P00358,2025-10-09,35,2
S0002496,P00358,2025-10-13,50,6
S0002497,P00358,2025-10-16,43,4
S0002498,P00358,2025-10-16,46,5
S0002499,P00358,2025-10-30,52,5
S0002500,P00358,2025-11-01,31,4
S0002501,P00358,2025-11-01,41,2
